319	0.0691	0.3476	0.0399	0.1029	0.3822	0.3148	0.1727	0.0495
320	0.0755	0.3325	0.0424	0.1039	0.3771	0.3238	0.188	0.0133
321	0.0809	0.3236	0.0468	0.1093	0.351	0.2719	0.1462	0.0868
322	0.0689	0.3433	0.042	0.108	0.3447	0.2375	0.1086	0.1822
323	0.0567	0.3298	0.0319	0.0853	0.3639	0.293	0.1518	0.0591
324	0.0691	0.3423	0.0419	0.1071	0.3441	0.2373	0.1099	0.1812
325	0.0668	0.3058	0.0366	0.0914	0.3344	0.2555	0.131	0.0896
326	0.0693	0.3322	0.0409	0.105	0.3446	0.249	0.1186	0.1432
327	0.0679	0.3306	0.0386	0.0993	0.3591	0.2815	0.1453	0.0802
328	0.0767	0.3588	0.0455	0.1124	0.399	0.3455	0.206	0.0189
329	0.067	0.336	0.041	0.1061	0.3276	0.2132	0.093	0.2236
330	0.0651	0.2995	0.0359	0.0895	0.3182	0.2294	0.115	0.1325
331	0.0575	0.3121	0.0321	0.0833	0.3373	0.2528	0.1229	0.105
332	0.0621	0.3172	0.0349	0.0922	0.3383	0.2511	0.1212	0.1163
333	0.0572	0.3188	0.0322	0.0864	0.3387	0.2487	0.1175	0.1235
334	0.0616	0.3191	0.0339	0.0871	0.359	0.2956	0.1585	0.0382
335	0.0646	0.3261	0.0381	0.1002	0.3277	0.2213	0.0994	0.1915
336	0.0681	0.3298	0.0407	0.1042	0.3307	0.2243	0.1027	0.1904
337	0.0646	0.3154	0.0355	0.0906	0.3503	0.2793	0.146	0.0607
338	0.0674	0.3426	0.0395	0.1034	0.3636	0.2778	0.1388	0.1044
339	0.0681	0.3354	0.0403	0.1033	0.3442	0.2438	0.1158	0.1581
