ID	B1	B2	B3	B4	B5	B6	B7	NDII
340	0.0697	0.3524	0.0402	0.1041	0.3949	0.3458	0.2070	0.009
341	0.0758	0.3551	0.0454	0.1122	0.3837	0.3088	0.1675	0.070
342	0.0741	0.3243	0.0405	0.0990	0.3757	0.3329	0.2001	-0.013
343	0.0599	0.3498	0.0347	0.0974	0.3755	0.2994	0.1541	0.078
344	0.0726	0.3469	0.0441	0.1103	0.3572	0.2587	0.1260	0.146
345	0.0643	0.3220	0.0350	0.0897	0.3725	0.3315	0.1985	-0.015
346	0.0665	0.3282	0.0391	0.1012	0.3356	0.2345	0.1092	0.167
347	0.0645	0.3103	0.0355	0.0899	0.3408	0.2634	0.1345	0.082
348	0.0525	0.3333	0.0303	0.0873	0.3483	0.2546	0.1153	0.134
349	0.0560	0.3011	0.0314	0.0828	0.3175	0.2254	0.1038	0.144
350	0.0693	0.3279	0.0400	0.1024	0.3486	0.2621	0.1297	0.112
351	0.0648	0.3026	0.0350	0.0864	0.3396	0.2701	0.1421	0.057
352	0.0605	0.3090	0.0334	0.0873	0.3377	0.2600	0.1291	0.086
353	0.0599	0.2981	0.0332	0.0842	0.3170	0.2275	0.1105	0.134
354	0.0678	0.3272	0.0373	0.0962	0.3743	0.3301	0.1962	-0.004
355	0.0637	0.3087	0.0353	0.0907	0.3319	0.2469	0.1218	0.111
356	0.0702	0.3414	0.0400	0.1021	0.3800	0.3186	0.1784	0.035
357	0.0570	0.3089	0.0319	0.0858	0.3269	0.2364	0.1094	0.133
358	0.0771	0.3393	0.0447	0.1090	0.3757	0.3112	0.1738	0.043
359	0.0652	0.3381	0.0372	0.0976	0.3690	0.2949	0.1543	0.068
360	0.0552	0.3052	0.0312	0.0833	0.3139	0.2140	0.0963	0.176
361	0.0797	0.3271	0.0469	0.1105	0.3484	0.2629	0.1374	0.109
362	0.0706	0.3193	0.0404	0.1006	0.3384	0.2493	0.1247	0.123
363	0.0666	0.3134	0.0383	0.0980	0.3225	0.2245	0.1060	0.165
364	0.0798	0.3358	0.0460	0.1100	0.3782	0.3244	0.1893	0.017
365	0.0642	0.3310	0.0378	0.0996	0.3364	0.2327	0.1064	0.174
366	0.0597	0.3073	0.0334	0.0884	0.3228	0.2298	0.1072	0.144
367	0.0772	0.3375	0.0441	0.1073	0.3816	0.3300	0.1940	0.011
368	0.0682	0.3193	0.0395	0.0997	0.3290	0.2309	0.1111	0.161
369	0.0642	0.2994	0.0350	0.0868	0.3276	0.2475	0.1261	0.095
370	0.0776	0.3531	0.0458	0.1123	0.3949	0.3447	0.2074	0.012
371	0.0721	0.3308	0.0415	0.1046	0.3601	0.2859	0.1498	0.073
372	0.0727	0.3420	0.0414	0.1044	0.3870	0.3398	0.2033	0.003
373	0.0739	0.3112	0.0415	0.1006	0.3379	0.2581	0.1345	0.093
374	0.0547	0.3372	0.0314	0.0892	0.3574	0.2702	0.1284	0.110
375	0.0644	0.3328	0.0379	0.1002	0.3411	0.2401	0.1106	0.162
376	0.0632	0.3046	0.0354	0.0904	0.3193	0.2262	0.1091	0.148
377	0.0698	0.3230	0.0394	0.1005	0.3529	0.2786	0.1444	0.074
378	0.0571	0.3208	0.0328	0.0899	0.3287	0.2268	0.1006	0.172
379	0.0717	0.3285	0.0426	0.1061	0.3372	0.2384	0.1145	0.159
380	0.0691	0.3350	0.0408	0.1044	0.3494	0.2555	0.1234	0.135
381	0.0559	0.3384	0.0320	0.0900	0.3626	0.2810	0.1379	0.093
382	0.0677	0.3120	0.0378	0.0953	0.3374	0.2552	0.1287	0.100
383	0.0746	0.3208	0.0428	0.1044	0.3452	0.2630	0.1355	0.099
384	0.0732	0.3247	0.0413	0.1021	0.3587	0.2884	0.1546	0.059
385	0.0624	0.3343	0.0350	0.0930	0.3728	0.3119	0.1710	0.035
386	0.0782	0.3203	0.0456	0.1081	0.3400	0.2533	0.1310	0.117
387	0.0613	0.3331	0.0348	0.0945	0.3603	0.2825	0.1422	0.082
388	0.0590	0.3069	0.0326	0.0832	0.3369	0.2585	0.1288	0.086
389	0.0660	0.3034	0.0365	0.0924	0.3255	0.2403	0.1192	0.116
390	0.0615	0.3063	0.0335	0.0844	0.3447	0.2782	0.1460	0.048
391	0.0673	0.3117	0.0381	0.0966	0.3291	0.2388	0.1167	0.132
392	0.0742	0.3259	0.0437	0.1066	0.3394	0.2454	0.1220	0.141
393	0.0764	0.3327	0.0455	0.1100	0.3497	0.2594	0.1310	0.124
394	0.0711	0.3195	0.0414	0.1029	0.3334	0.2400	0.1172	0.142
395	0.0692	0.3362	0.0401	0.1033	0.3625	0.2837	0.1455	0.085
396	0.0667	0.2997	0.0367	0.0910	0.3231	0.2392	0.1211	0.112
397	0.0554	0.3495	0.0318	0.0919	0.3824	0.3208	0.1764	0.043
398	0.0700	0.3603	0.0413	0.1073	0.3969	0.3393	0.1969	0.030
399	0.0719	0.3124	0.0405	0.0999	0.3374	0.2558	0.1306	0.100
400	0.0692	0.3203	0.0384	0.0961	0.3562	0.2866	0.1527	0.056
401	0.0804	0.3355	0.0464	0.1104	0.3769	0.3205	0.1853	0.023
402	0.0692	0.3180	0.0391	0.0996	0.3429	0.2615	0.1312	0.097
403	0.0668	0.3153	0.0364	0.0912	0.3585	0.2996	0.1648	0.026
404	0.0710	0.3322	0.0419	0.1053	0.3478	0.2554	0.1251	0.131
405	0.0733	0.3371	0.0441	0.1092	0.3479	0.2508	0.1220	0.147
406	0.0626	0.3224	0.0360	0.0947	0.3349	0.2379	0.1114	0.151
407	0.0612	0.3374	0.0352	0.0965	0.3606	0.2784	0.1372	0.096
408	0.0693	0.3266	0.0408	0.1028	0.3357	0.2365	0.1132	0.160
409	0.0744	0.3225	0.0419	0.1030	0.3581	0.2911	0.1577	0.051
410	0.0699	0.3032	0.0389	0.0955	0.3263	0.2425	0.1237	0.111
411	0.0692	0.3463	0.0400	0.1031	0.3793	0.3093	0.1672	0.056
412	0.0810	0.3298	0.0469	0.1104	0.3637	0.2935	0.1614	0.058
413	0.0635	0.3353	0.0370	0.0995	0.3519	0.2606	0.1237	0.125
414	0.0771	0.3509	0.0457	0.1118	0.3846	0.3168	0.1763	0.051
415	0.0602	0.2972	0.0332	0.0857	0.3187	0.2330	0.1116	0.121
416	0.0640	0.3079	0.0358	0.0925	0.3265	0.2372	0.1143	0.130
417	0.0691	0.3495	0.0410	0.1070	0.3756	0.2998	0.1570	0.077
418	0.0567	0.3164	0.0327	0.0898	0.3199	0.2146	0.0930	0.192
419	0.0753	0.3298	0.0453	0.1098	0.3379	0.2394	0.1170	0.159
420	0.0575	0.3100	0.0322	0.0862	0.3301	0.2417	0.1131	0.124
421	0.0780	0.3493	0.0456	0.1115	0.3944	0.3508	0.2163	-0.002
422	0.0698	0.3318	0.0413	0.1045	0.3442	0.2481	0.1195	0.144
423	0.0583	0.3018	0.0324	0.0855	0.3212	0.2327	0.1091	0.129
424	0.0663	0.3172	0.0378	0.0966	0.3332	0.2407	0.1165	0.137
425	0.0796	0.3109	0.0449	0.1046	0.3413	0.2660	0.1442	0.078
426	0.0675	0.3143	0.0373	0.0938	0.3474	0.2741	0.1428	0.068
427	0.0683	0.3159	0.0379	0.0950	0.3478	0.2726	0.1417	0.074
428	0.0620	0.3128	0.0337	0.0860	0.3595	0.3103	0.1759	0.004
429	0.0622	0.3066	0.0343	0.0880	0.3351	0.2565	0.1280	0.089
430	0.0650	0.3184	0.0355	0.0918	0.3624	0.3105	0.1752	0.013
431	0.0718	0.3415	0.0434	0.1092	0.3528	0.2562	0.1235	0.143
432	0.0784	0.3175	0.0448	0.1060	0.3465	0.2695	0.1436	0.082
433	0.0734	0.3101	0.0408	0.0987	0.3402	0.2634	0.1389	0.081
434	0.0673	0.3084	0.0364	0.0913	0.3503	0.2910	0.1586	0.029
435	0.0756	0.3313	0.0435	0.1064	0.3649	0.2948	0.1594	0.058
436	0.0799	0.3226	0.0456	0.1074	0.3572	0.2870	0.1571	0.058
437	0.0673	0.3201	0.0381	0.0982	0.3450	0.2634	0.1313	0.097
438	0.0799	0.3214	0.0466	0.1094	0.3467	0.2664	0.1405	0.094
439	0.0575	0.3132	0.0331	0.0910	0.3165	0.2117	0.0910	0.193
440	0.0657	0.3114	0.0363	0.0918	0.3411	0.2629	0.1340	0.084
441	0.0721	0.3343	0.0423	0.1066	0.3589	0.2786	0.1422	0.091
442	0.0684	0.3061	0.0370	0.0907	0.3472	0.2842	0.1540	0.037
443	0.0645	0.3118	0.0367	0.0938	0.3256	0.2309	0.1108	0.149
444	0.0677	0.3550	0.0403	0.1061	0.3798	0.3018	0.1572	0.081
445	0.0644	0.3280	0.0366	0.0968	0.3535	0.2726	0.1358	0.092
446	0.0699	0.2916	0.0374	0.0884	0.3291	0.2605	0.1410	0.056
447	0.0700	0.3215	0.0391	0.0993	0.3577	0.2927	0.1572	0.047
448	0.0748	0.3242	0.0433	0.1056	0.3490	0.2674	0.1379	0.096
449	0.0753	0.3408	0.0449	0.1105	0.3655	0.2853	0.1483	0.089
450	0.0697	0.3141	0.0392	0.0980	0.3406	0.2603	0.1324	0.094
451	0.0714	0.3307	0.0396	0.0998	0.3803	0.3401	0.2072	-0.014
452	0.0606	0.3063	0.0339	0.0879	0.3259	0.2368	0.1132	0.128
453	0.0690	0.3161	0.0388	0.0986	0.3439	0.2662	0.1350	0.086
454	0.0778	0.3378	0.0447	0.1082	0.3798	0.3232	0.1859	0.022
455	0.0812	0.3465	0.0473	0.1129	0.3964	0.3605	0.2303	-0.020
456	0.0786	0.3134	0.0445	0.1046	0.3443	0.2694	0.1449	0.075
457	0.0695	0.3065	0.0381	0.0943	0.3401	0.2682	0.1406	0.067
458	0.0802	0.3180	0.0449	0.1053	0.3592	0.2980	0.1679	0.032
459	0.0594	0.3374	0.0341	0.0945	0.3630	0.2847	0.1419	0.085
460	0.0863	0.3247	0.0489	0.1111	0.3732	0.3249	0.1943	0.000
461	0.0623	0.3099	0.0352	0.0923	0.3253	0.2326	0.1091	0.142
462	0.0730	0.3197	0.0413	0.1016	0.3492	0.2726	0.1423	0.080
463	0.0776	0.3229	0.0445	0.1065	0.3559	0.2849	0.1535	0.063
464	0.0623	0.3090	0.0354	0.0933	0.3207	0.2245	0.1033	0.158
465	0.0658	0.3147	0.0364	0.0932	0.3483	0.2771	0.1438	0.064
466	0.0742	0.3123	0.0406	0.0978	0.3549	0.2945	0.1636	0.029
467	0.0750	0.3343	0.0437	0.1075	0.3646	0.2912	0.1548	0.069
468	0.0820	0.3220	0.0459	0.1071	0.3701	0.3218	0.1905	0.000
469	0.0644	0.3047	0.0358	0.0925	0.3257	0.2396	0.1157	0.120
470	0.0629	0.3238	0.0357	0.0940	0.3473	0.2627	0.1284	0.104
471	0.0666	0.3099	0.0359	0.0903	0.3563	0.3060	0.1729	0.006
472	0.0582	0.3065	0.0322	0.0841	0.3378	0.2641	0.1313	0.074
473	0.0664	0.3092	0.0374	0.0947	0.3282	0.2394	0.1173	0.127
474	0.0723	0.3191	0.0421	0.1045	0.3365	0.2472	0.1212	0.127
475	0.0737	0.3211	0.0431	0.1054	0.3394	0.2509	0.1252	0.123
476	0.0623	0.3232	0.0355	0.0950	0.3438	0.2568	0.1227	0.114
477	0.0764	0.3414	0.0440	0.1079	0.3853	0.3348	0.1976	0.010
478	0.0700	0.3023	0.0370	0.0873	0.3598	0.3238	0.1955	-0.034
479	0.0813	0.3261	0.0462	0.1088	0.3703	0.3177	0.1848	0.013
480	0.0701	0.3110	0.0397	0.0985	0.3323	0.2464	0.1235	0.116
481	0.0678	0.3334	0.0393	0.1013	0.3569	0.2734	0.1369	0.099
482	0.0636	0.3205	0.0348	0.0888	0.3690	0.3227	0.1867	-0.003
483	0.0655	0.3101	0.0363	0.0914	0.3394	0.2607	0.1324	0.087
484	0.0672	0.2941	0.0363	0.0885	0.3266	0.2527	0.1318	0.076
485	0.0709	0.3271	0.0398	0.1010	0.3668	0.3087	0.1717	0.029
486	0.0804	0.3202	0.0466	0.1089	0.3474	0.2687	0.1431	0.087
487	0.0715	0.3254	0.0406	0.1022	0.3584	0.2888	0.1530	0.060
488	0.0745	0.3141	0.0420	0.1014	0.3433	0.2657	0.1395	0.083
489	0.0680	0.3261	0.0372	0.0941	0.3777	0.3378	0.2038	-0.018
490	0.0746	0.3054	0.0414	0.0990	0.3357	0.2597	0.1378	0.081
491	0.0763	0.3413	0.0452	0.1106	0.3714	0.2989	0.1605	0.066
492	0.0804	0.3197	0.0470	0.1095	0.3441	0.2627	0.1385	0.098
493	0.0731	0.3127	0.0414	0.1007	0.3382	0.2565	0.1322	0.099
494	0.0713	0.3322	0.0422	0.1063	0.3500	0.2608	0.1281	0.120
495	0.0768	0.3522	0.0447	0.1101	0.3990	0.3572	0.2221	-0.007
496	0.0742	0.3145	0.0422	0.1026	0.3422	0.2643	0.1370	0.087
497	0.0623	0.3323	0.0346	0.0931	0.3792	0.3403	0.2074	-0.012
498	0.0594	0.3096	0.0337	0.0909	0.3220	0.2262	0.1018	0.156
499	0.0661	0.2930	0.0359	0.0874	0.3225	0.2450	0.1265	0.089
500	0.0685	0.3212	0.0386	0.0978	0.3521	0.2774	0.1434	0.073
501	0.0761	0.3350	0.0449	0.1096	0.3627	0.2864	0.1505	0.078
502	0.0724	0.3455	0.0420	0.1059	0.3825	0.3197	0.1784	0.039
503	0.0748	0.3377	0.0445	0.1092	0.3594	0.2739	0.1398	0.104
504	0.0661	0.3217	0.0379	0.0991	0.3421	0.2555	0.1232	0.115
505	0.0708	0.2954	0.0374	0.0874	0.3460	0.2957	0.1683	-0.001
506	0.0773	0.3219	0.0447	0.1066	0.3489	0.2693	0.1414	0.089
507	0.0695	0.3109	0.0382	0.0951	0.3481	0.2816	0.1500	0.049
508	0.0613	0.3340	0.0348	0.0948	0.3647	0.2936	0.1516	0.064
509	0.0602	0.3057	0.0338	0.0897	0.3235	0.2334	0.1083	0.134
510	0.0727	0.3186	0.0421	0.1042	0.3394	0.2539	0.1263	0.113
511	0.0725	0.2874	0.0385	0.0895	0.3272	0.2623	0.1447	0.046
512	0.0599	0.3210	0.0347	0.0943	0.3310	0.2321	0.1036	0.161
513	0.0704	0.3264	0.0401	0.1019	0.3589	0.2890	0.1522	0.061
514	0.0632	0.3113	0.0349	0.0889	0.3442	0.2699	0.1377	0.071
515	0.0743	0.3224	0.0424	0.1034	0.3527	0.2769	0.1456	0.076
516	0.0823	0.3082	0.0459	0.1050	0.3465	0.2808	0.1571	0.047
517	0.0869	0.3065	0.0487	0.1083	0.3460	0.2825	0.1616	0.041
518	0.0614	0.3048	0.0335	0.0856	0.3432	0.2796	0.1464	0.043
519	0.0689	0.3355	0.0417	0.1072	0.3430	0.2429	0.1118	0.160
520	0.0678	0.3072	0.0378	0.0943	0.3331	0.2512	0.1269	0.100
521	0.0751	0.3080	0.0405	0.0966	0.3569	0.3073	0.1770	0.001
522	0.0741	0.3097	0.0409	0.0986	0.3468	0.2790	0.1506	0.052
523	0.0827	0.3228	0.0453	0.1053	0.3841	0.3632	0.2430	-0.059
524	0.0688	0.3131	0.0386	0.0968	0.3404	0.2608	0.1324	0.091
525	0.0608	0.3040	0.0333	0.0835	0.3417	0.2741	0.1420	0.052
526	0.0601	0.3085	0.0330	0.0835	0.3482	0.2838	0.1488	0.042
527	0.0553	0.3041	0.0311	0.0829	0.3254	0.2390	0.1107	0.120
528	0.0799	0.3294	0.0465	0.1101	0.3644	0.2969	0.1630	0.052
529	0.0788	0.3124	0.0445	0.1046	0.3465	0.2761	0.1496	0.062
530	0.0747	0.3119	0.0399	0.0952	0.3689	0.3339	0.2049	-0.034
531	0.0683	0.2985	0.0371	0.0905	0.3320	0.2588	0.1355	0.071
532	0.0645	0.3076	0.0358	0.0911	0.3354	0.2559	0.1278	0.092
533	0.0696	0.3291	0.0385	0.0973	0.3777	0.3326	0.1964	-0.005
534	0.0643	0.2955	0.0349	0.0862	0.3289	0.2560	0.1316	0.072
535	0.0756	0.3350	0.0438	0.1072	0.3691	0.3000	0.1627	0.055
536	0.0813	0.3181	0.0457	0.1067	0.3611	0.3041	0.1732	0.023
537	0.0845	0.3113	0.0471	0.1070	0.3552	0.2980	0.1712	0.022
538	0.0700	0.3162	0.0395	0.0997	0.3459	0.2710	0.1387	0.077
539	0.0712	0.3232	0.0412	0.1024	0.3455	0.2600	0.1306	0.108
540	0.0792	0.2989	0.0430	0.0991	0.3394	0.2758	0.1544	0.040
541	0.0704	0.3095	0.0373	0.0895	0.3708	0.3463	0.2223	-0.056
542	0.0582	0.3175	0.0331	0.0902	0.3357	0.2456	0.1133	0.128
543	0.0739	0.3350	0.0431	0.1065	0.3636	0.2863	0.1499	0.078
544	0.0634	0.3020	0.0346	0.0873	0.3374	0.2680	0.1379	0.060
545	0.0688	0.3226	0.0382	0.0967	0.3650	0.3085	0.1716	0.022
546	0.0687	0.3128	0.0379	0.0950	0.3503	0.2847	0.1515	0.047
547	0.0788	0.3332	0.0449	0.1079	0.3794	0.3304	0.1963	0.004
548	0.0787	0.3206	0.0457	0.1083	0.3498	0.2745	0.1452	0.077
549	0.0745	0.2909	0.0397	0.0923	0.3330	0.2714	0.1508	0.035
550	0.0627	0.3086	0.0341	0.0867	0.3514	0.2944	0.1596	0.024
551	0.0642	0.2960	0.0352	0.0892	0.3239	0.2459	0.1220	0.092
552	0.0704	0.3029	0.0389	0.0961	0.3336	0.2593	0.1335	0.078
553	0.0655	0.3020	0.0361	0.0917	0.3298	0.2514	0.1254	0.091
554	0.0658	0.3079	0.0369	0.0930	0.3317	0.2472	0.1225	0.109
555	0.0622	0.3057	0.0343	0.0875	0.3372	0.2620	0.1318	0.077
556	0.0671	0.3219	0.0381	0.0978	0.3494	0.2707	0.1364	0.086
557	0.0825	0.3043	0.0450	0.1025	0.3502	0.2941	0.1691	0.017
558	0.0763	0.3300	0.0444	0.1076	0.3623	0.2909	0.1557	0.063
559	0.0794	0.3134	0.0429	0.1004	0.3689	0.3306	0.2013	-0.027
560	0.0757	0.3092	0.0425	0.1013	0.3410	0.2669	0.1419	0.073
561	0.0716	0.3183	0.0400	0.0995	0.3565	0.2931	0.1585	0.041
562	0.0645	0.3117	0.0354	0.0906	0.3488	0.2824	0.1479	0.049
563	0.0798	0.3150	0.0458	0.1070	0.3472	0.2752	0.1481	0.067
564	0.0767	0.3102	0.0431	0.1027	0.3452	0.2768	0.1488	0.057
565	0.0677	0.3140	0.0382	0.0962	0.3391	0.2562	0.1282	0.101
566	0.0732	0.3318	0.0439	0.1091	0.3502	0.2628	0.1291	0.116
567	0.0620	0.3092	0.0339	0.0880	0.3481	0.2867	0.1515	0.038
568	0.0672	0.3288	0.0392	0.1019	0.3487	0.2621	0.1269	0.113
569	0.0724	0.3168	0.0388	0.0943	0.3772	0.3540	0.2312	-0.055
570	0.0630	0.3058	0.0345	0.0873	0.3424	0.2740	0.1418	0.055
571	0.0831	0.3200	0.0474	0.1092	0.3608	0.3002	0.1696	0.032
572	0.0784	0.3063	0.0434	0.1021	0.3461	0.2842	0.1569	0.037
573	0.0670	0.3266	0.0392	0.1016	0.3457	0.2580	0.1240	0.117
574	0.0701	0.3181	0.0384	0.0965	0.3653	0.3183	0.1840	0.000
575	0.0655	0.2955	0.0352	0.0860	0.3377	0.2776	0.1488	0.031
576	0.0749	0.2884	0.0396	0.0914	0.3331	0.2749	0.1545	0.024
577	0.0776	0.3300	0.0444	0.1072	0.3717	0.3154	0.1793	0.023
578	0.0743	0.2993	0.0398	0.0939	0.3447	0.2874	0.1607	0.020
579	0.0782	0.3095	0.0433	0.1017	0.3502	0.2875	0.1595	0.037
580	0.0796	0.3356	0.0466	0.1109	0.3721	0.3067	0.1700	0.045
581	0.0728	0.3119	0.0409	0.1007	0.3440	0.2723	0.1421	0.068
582	0.0699	0.3381	0.0402	0.1031	0.3751	0.3139	0.1731	0.037
583	0.0732	0.3201	0.0427	0.1048	0.3415	0.2564	0.1283	0.110
584	0.0697	0.2947	0.0369	0.0878	0.3460	0.3013	0.1733	-0.011
585	0.0646	0.3277	0.0367	0.0970	0.3590	0.2878	0.1481	0.065
586	0.0743	0.2976	0.0399	0.0938	0.3418	0.2828	0.1573	0.025
587	0.0780	0.3353	0.0442	0.1073	0.3870	0.3537	0.2246	-0.027
588	0.0704	0.3096	0.0377	0.0921	0.3628	0.3230	0.1920	-0.021
589	0.0742	0.2961	0.0401	0.0956	0.3352	0.2715	0.1474	0.043
590	0.0754	0.3001	0.0413	0.0975	0.3369	0.2688	0.1459	0.055
591	0.0743	0.3315	0.0442	0.1092	0.3547	0.2735	0.1381	0.096
592	0.0650	0.3275	0.0360	0.0938	0.3735	0.3267	0.1896	0.001
593	0.0663	0.3235	0.0377	0.0973	0.3521	0.2750	0.1390	0.081
594	0.0655	0.3176	0.0354	0.0893	0.3726	0.3403	0.2106	-0.035
595	0.0749	0.2970	0.0393	0.0908	0.3536	0.3134	0.1862	-0.027
596	0.0769	0.3189	0.0432	0.1035	0.3587	0.2959	0.1631	0.037
597	0.0723	0.2811	0.0380	0.0867	0.3264	0.2691	0.1508	0.022
598	0.0649	0.2904	0.0351	0.0859	0.3249	0.2539	0.1311	0.067
599	0.0722	0.3435	0.0418	0.1059	0.3844	0.3318	0.1920	0.017
600	0.0644	0.3054	0.0348	0.0867	0.3511	0.2972	0.1635	0.014
601	0.0696	0.3018	0.0369	0.0881	0.3565	0.3163	0.1863	-0.023
602	0.0745	0.2956	0.0399	0.0943	0.3392	0.2811	0.1559	0.025
603	0.0695	0.2876	0.0370	0.0868	0.3288	0.2650	0.1440	0.041
604	0.0733	0.3404	0.0416	0.1044	0.3910	0.3575	0.2271	-0.025
605	0.0744	0.3297	0.0417	0.1035	0.3778	0.3363	0.2029	-0.010
606	0.0734	0.2924	0.0390	0.0914	0.3381	0.2814	0.1571	0.019
607	0.0661	0.2974	0.0356	0.0868	0.3384	0.2749	0.1464	0.039
608	0.0720	0.3043	0.0382	0.0906	0.3607	0.3227	0.1929	-0.029
609	0.0709	0.3096	0.0399	0.0984	0.3380	0.2602	0.1330	0.087
610	0.0804	0.3389	0.0460	0.1101	0.3911	0.3584	0.2294	-0.028
611	0.0786	0.3248	0.0463	0.1097	0.3508	0.2711	0.1414	0.090
612	0.0688	0.3305	0.0384	0.0977	0.3768	0.3290	0.1911	0.002
613	0.0804	0.3150	0.0464	0.1081	0.3458	0.2723	0.1457	0.073
614	0.0627	0.3142	0.0339	0.0866	0.3676	0.3355	0.2071	-0.033
615	0.0811	0.3218	0.0453	0.1069	0.3736	0.3365	0.2072	-0.022
616	0.0781	0.3098	0.0440	0.1037	0.3457	0.2784	0.1508	0.053
617	0.0794	0.3137	0.0441	0.1036	0.3577	0.3013	0.1705	0.020
618	0.0863	0.3074	0.0476	0.1063	0.3561	0.3048	0.1790	0.004
619	0.0650	0.3105	0.0363	0.0942	0.3392	0.2629	0.1304	0.083
620	0.0767	0.3196	0.0429	0.1029	0.3628	0.3055	0.1715	0.023
621	0.0731	0.3011	0.0403	0.0968	0.3353	0.2644	0.1401	0.065
622	0.0709	0.3118	0.0381	0.0936	0.3651	0.3270	0.1961	-0.024
623	0.0779	0.3294	0.0442	0.1073	0.3771	0.3355	0.2028	-0.009
624	0.0806	0.3118	0.0456	0.1057	0.3483	0.2807	0.1539	0.052
625	0.0652	0.2968	0.0355	0.0892	0.3302	0.2590	0.1319	0.068
626	0.0801	0.3112	0.0449	0.1045	0.3512	0.2888	0.1603	0.037
627	0.0750	0.3343	0.0442	0.1085	0.3646	0.2919	0.1542	0.068
628	0.0685	0.2934	0.0370	0.0907	0.3297	0.2620	0.1373	0.057
629	0.0738	0.3248	0.0410	0.1006	0.3728	0.3253	0.1897	-0.001
630	0.0745	0.3126	0.0409	0.0984	0.3573	0.3006	0.1680	0.020
631	0.0741	0.3026	0.0394	0.0941	0.3562	0.3165	0.1878	-0.022
632	0.0655	0.2994	0.0352	0.0859	0.3450	0.2892	0.1577	0.017
633	0.0855	0.3040	0.0476	0.1064	0.3471	0.2886	0.1653	0.026
634	0.0767	0.3314	0.0440	0.1066	0.3721	0.3132	0.1758	0.028
635	0.0810	0.3290	0.0462	0.1089	0.3768	0.3315	0.1979	-0.004
636	0.0831	0.3089	0.0453	0.1036	0.3621	0.3205	0.1927	-0.018
637	0.0848	0.3096	0.0471	0.1066	0.3581	0.3097	0.1819	0.000
638	0.0846	0.3100	0.0480	0.1085	0.3500	0.2883	0.1623	0.036
639	0.0786	0.3045	0.0419	0.0973	0.3593	0.3179	0.1895	-0.022
640	0.0744	0.3140	0.0404	0.0983	0.3654	0.3249	0.1937	-0.017
641	0.0701	0.3095	0.0393	0.0982	0.3405	0.2671	0.1367	0.074
642	0.0750	0.3152	0.0428	0.1035	0.3467	0.2738	0.1436	0.070
643	0.0712	0.3095	0.0400	0.0985	0.3398	0.2645	0.1361	0.078
644	0.0732	0.3061	0.0403	0.0980	0.3456	0.2834	0.1532	0.039
645	0.0776	0.3305	0.0454	0.1095	0.3658	0.3011	0.1644	0.047
646	0.0599	0.3178	0.0329	0.0864	0.3657	0.3244	0.1900	-0.010
647	0.0827	0.3014	0.0450	0.1022	0.3496	0.2986	0.1731	0.005
648	0.0721	0.3217	0.0408	0.1008	0.3578	0.2901	0.1548	0.052
649	0.0744	0.3022	0.0410	0.0986	0.3385	0.2715	0.1450	0.054
650	0.0854	0.3080	0.0483	0.1084	0.3488	0.2884	0.1633	0.033
651	0.0763	0.3319	0.0424	0.1036	0.3897	0.3693	0.2495	-0.053
652	0.0827	0.2968	0.0445	0.1002	0.3455	0.2937	0.1707	0.005
653	0.0640	0.2894	0.0346	0.0857	0.3253	0.2576	0.1322	0.058
654	0.0746	0.3171	0.0400	0.0964	0.3789	0.3596	0.2393	-0.063
655	0.0866	0.2994	0.0474	0.1048	0.3471	0.2949	0.1727	0.008
656	0.0798	0.3144	0.0439	0.1032	0.3659	0.3243	0.1939	-0.016
657	0.0645	0.3029	0.0353	0.0884	0.3401	0.2726	0.1412	0.053
658	0.0782	0.3299	0.0440	0.1064	0.3823	0.3498	0.2211	-0.029
659	0.0828	0.3121	0.0459	0.1059	0.3613	0.3159	0.1866	-0.006
660	0.0718	0.3100	0.0392	0.0969	0.3553	0.3043	0.1712	0.009
661	0.0698	0.3174	0.0392	0.0979	0.3533	0.2853	0.1504	0.053
662	0.0633	0.2967	0.0348	0.0891	0.3260	0.2501	0.1231	0.085
663	0.0889	0.3046	0.0482	0.1058	0.3610	0.3219	0.1973	-0.028
664	0.0741	0.3093	0.0402	0.0964	0.3582	0.3082	0.1760	0.002
665	0.0669	0.3079	0.0376	0.0952	0.3352	0.2565	0.1276	0.091
666	0.0761	0.3028	0.0417	0.0983	0.3442	0.2821	0.1551	0.035
667	0.0756	0.3179	0.0434	0.1047	0.3503	0.2789	0.1470	0.065
668	0.0793	0.2813	0.0412	0.0906	0.3349	0.2878	0.1698	-0.011
669	0.0687	0.3020	0.0381	0.0944	0.3329	0.2581	0.1317	0.078
670	0.0760	0.3098	0.0415	0.0989	0.3583	0.3093	0.1776	0.001
671	0.0729	0.2920	0.0382	0.0880	0.3486	0.3097	0.1831	-0.029
672	0.0645	0.3066	0.0355	0.0901	0.3434	0.2768	0.1434	0.051
673	0.0686	0.3246	0.0382	0.0965	0.3691	0.3156	0.1773	0.014
674	0.0728	0.2825	0.0383	0.0876	0.3299	0.2756	0.1550	0.012
675	0.0646	0.3289	0.0370	0.0984	0.3590	0.2873	0.1463	0.068
676	0.0729	0.3059	0.0399	0.0963	0.3476	0.2861	0.1558	0.033
677	0.0702	0.2978	0.0378	0.0920	0.3411	0.2839	0.1547	0.024
678	0.0751	0.3203	0.0421	0.1026	0.3639	0.3106	0.1755	0.015
