,cab,chp,cm,cw,fcov,fmc,lai,landcover,band_0_blue,band_1_green,band_2_red,band_3_nir
49,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.42669978,forest,0.04176012553556134,0.06346475480429822,0.07238633692493623,0.25488626812503185
50,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.42669978,forest,0.03385807861849218,0.051749923298907534,0.05439790139952723,0.2627480176460581
51,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.42669978,forest,0.02850005590546995,0.04382327491210794,0.04129611484502075,0.2761686881442004
52,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.23237228,forest,0.052376737191348145,0.07925878754983447,0.09592012690633892,0.24960986463876503
53,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.23237228,forest,0.043627298795191505,0.06629877733805355,0.07646891220473831,0.25386187090858037
54,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.23237228,forest,0.03613665927797005,0.055210450303033315,0.059434285778329585,0.2607832275935099
55,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.23237228,forest,0.030962107632047788,0.0475659464333232,0.04684589873726992,0.27261571637921106
56,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.05526548,forest,0.05386249528957556,0.08150406044887609,0.09915128084228682,0.24918652815094253
57,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.05526548,forest,0.045722564460570235,0.06946529963091375,0.08105788777191941,0.25287122725343186
58,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.05526548,forest,0.038714443335456386,0.05910770318686414,0.06513612542622708,0.25888777157775233
59,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.05526548,forest,0.0337887438370837,0.051842505848234695,0.05321012003974225,0.2691948290752162
60,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,0.89257421,forest,0.05550835324292049,0.08398042010025854,0.10273591224195121,0.24878291872082542
61,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,0.89257421,forest,0.04805460332690519,0.07297512509702431,0.08617162535260929,0.2519244417415455
62,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,0.89257421,forest,0.04160319664084488,0.06345609527714804,0.07152887448163218,0.2570735130025362
63,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,0.89257421,forest,0.036995474029449124,0.056671425348490734,0.06042204365036293,0.26591656176715694
64,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,0.74212736,forest,0.05731936379378248,0.08669425751217318,0.10668509500171652,0.24840427279715435
65,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,0.74212736,forest,0.050631638829248655,0.07683740146488857,0.09182731944734043,0.25102817409479616
66,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,0.74212736,forest,0.044814086304956896,0.06826863978927301,0.07863651452266562,0.2553477688982199
67,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,0.74212736,forest,0.04059694032312579,0.06207002312379998,0.06851260800856254,0.2627876596131029
68,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.42669978,forest,0.038103693343221286,0.057689212603272,0.06802069328851656,0.19843582531741524
69,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.42669978,forest,0.032443242707449936,0.04933600587005241,0.05434958011424606,0.21240606950965818
70,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.42669978,forest,0.027764805926166803,0.04244577821126275,0.04256551857589474,0.22859929319827865
71,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.42669978,forest,0.024893328568934076,0.03824697115848759,0.03425395470348144,0.2488825313635653
72,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.23237228,forest,0.038942711585495546,0.05895760075457975,0.06995437427753093,0.19610056008233834
73,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.23237228,forest,0.033608910941646086,0.05109924220084298,0.057071255261063034,0.20863986581699165
74,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.23237228,forest,0.029169287386376364,0.044570923022584905,0.04590554150472707,0.22315230969765454
75,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.23237228,forest,0.026375006038478612,0.04048995288148018,0.03790012035075376,0.24129509029841767
76,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.05526548,forest,0.03987601939502671,0.0603626435965932,0.07211487719350884,0.19375272743594274
77,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.05526548,forest,0.03491411038490516,0.05306406824366758,0.060129472427810436,0.20486430459110894
78,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.05526548,forest,0.0307562783381523,0.04695982973358047,0.04968747145070315,0.21770772260178295
79,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.05526548,forest,0.028078177855608913,0.043054021165092445,0.042085689793876745,0.23373755304747204
80,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,0.89257421,forest,0.04090731684362627,0.06190800006922328,0.07451067451159342,0.19140526070738967
81,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,0.89257421,forest,0.03636401593134018,0.05523622951033389,0.06353617697103552,0.2010977009677811
82,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,0.89257421,forest,0.03253276585976298,0.04962139726477263,0.05392767769823102,0.21228860337501954
83,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,0.89257421,forest,0.030011704320245733,0.045950392326978486,0.04683324616270238,0.2262366691021089
84,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,0.74212736,forest,0.04203947569635947,0.06359716010950296,0.07714901159921508,0.18906857947053238
85,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,0.74212736,forest,0.03796368643374439,0.05762237101419471,0.06730328036265482,0.19735458432284275
86,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,0.74212736,forest,0.03450549466871437,0.052563507541273986,0.0586428419842388,0.20691287346235196
87,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,0.74212736,forest,0.03218500704997411,0.04918979942066789,0.05216325544439016,0.21881269509676357
88,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.42669978,forest,0.05119001163196688,0.0778245919462154,0.09327143548304946,0.2468296104156243
89,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.42669978,forest,0.04197727724643089,0.06433996497321803,0.07274549990371475,0.2501287196354354
90,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.42669978,forest,0.03414667047165859,0.05291027281522799,0.05487329739766049,0.25651270284987965
91,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.42669978,forest,0.028858989946207208,0.0452613203710639,0.04188376674741794,0.2685730551830139
92,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.23237228,forest,0.0525149719262578,0.07981725413346419,0.09615168139248002,0.2467329165898267
93,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.23237228,forest,0.04383419281519073,0.06713208751748911,0.07681423880412443,0.24960683688481328
94,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.23237228,forest,0.036411577935385096,0.0563148808474544,0.059891010396257695,0.2552078177696454
95,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.23237228,forest,0.031303992827743314,0.04893456132406723,0.04741006183636057,0.26582627438699463
96,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.05526548,forest,0.05399282318302998,0.08202925138145996,0.0993711806824963,0.24664474405196932
97,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.05526548,forest,0.045917226727182715,0.07024918485060573,0.08138563375292485,0.2491125689274064
98,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.05526548,forest,0.03897305737853192,0.060146117644901714,0.0655695578491655,0.25396378795666574
99,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.05526548,forest,0.03411039059740903,0.05312867101939133,0.053745145383929105,0.26319973157693033
100,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,0.89257421,forest,0.05562903229727169,0.08446667457450986,0.10294147584841813,0.24657173040209449
101,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,0.89257421,forest,0.04823488934176997,0.07370073836734307,0.0864777074785209,0.24865502564132297
102,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,0.89257421,forest,0.04184272064981241,0.06441702791882604,0.07193377295439442,0.25279063139777425
103,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,0.89257421,forest,0.03729331821943072,0.05786108794623748,0.06092158734843155,0.26070309768660677
104,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,0.74212736,forest,0.05742901337768624,0.0871354199764631,0.1068734933437648,0.24651825636531025
105,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,0.74212736,forest,0.05079563455082485,0.07749531140449978,0.09210779169413066,0.2482398236765829
106,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,0.74212736,forest,0.04503162380249447,0.069140124148668,0.07900700018328978,0.2516955753345724
107,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,0.74212736,forest,0.04086723673866326,0.063148521558477,0.06896954934618134,0.2583421309429614
108,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.42669978,forest,0.038247119181158695,0.058260472306824025,0.06825383630755748,0.19554966017349698
109,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.42669978,forest,0.03265759308397977,0.05019012031417431,0.05469779131973912,0.20812062912041984
110,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.42669978,forest,0.02805007126935862,0.04358025453014636,0.04302758363456504,0.22295637402252616
111,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.42669978,forest,0.025248751604162057,0.0396566061920919,0.03482706391673274,0.24195897621061468
112,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.23237228,forest,0.03907891226249827,0.05949968027151101,0.07017731515661037,0.19353974531042437
113,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.23237228,forest,0.03381276511492943,0.051909150182115456,0.057404236339901084,0.20483853130118018
114,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.23237228,forest,0.029440471005319577,0.04564656026934329,0.04634712365992043,0.2181479538901124
115,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.23237228,forest,0.026712807807301606,0.041826078800676944,0.03844725855111816,0.23515703775503327
116,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.05526548,forest,0.04000392796483016,0.06087020345912592,0.0723254742712271,0.19150754349587001
117,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.05526548,forest,0.03510545177313129,0.053822459672625826,0.06044350590050955,0.201532064336214
118,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.05526548,forest,0.03101074448091193,0.04796693436167388,0.050103710418385704,0.21332180219533353
119,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.05526548,forest,0.0283947888309951,0.04430454986224478,0.04260168843845763,0.2283597706271013
120,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,0.89257421,forest,0.0410254345501436,0.062375651923417784,0.07470609841266929,0.18946631391871874
121,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,0.89257421,forest,0.036540726592552364,0.05593558289974435,0.06382783401767644,0.19821991910797976
122,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,0.89257421,forest,0.03276764160285811,0.05054942976593225,0.054314315668625934,0.20850144743704496
123,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,0.89257421,forest,0.030304175555480976,0.047102487062612566,0.04731195236159225,0.2215943129494156
124,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,0.74212736,forest,0.04214644503859515,0.06401982155839682,0.07732720348192476,0.1874258988691658
125,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,0.74212736,forest,0.03812330247199257,0.058253636281701486,0.06756876877119233,0.19491692065034907
126,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,0.74212736,forest,0.03471789313399283,0.05340125738363427,0.05899442483805408,0.20370527631941823
127,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,0.74212736,forest,0.032449248165986114,0.05022969931464691,0.05259877932649497,0.21488128158587802
128,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,1.42669978,forest,0.05099950087165412,0.07704476379151279,0.09295183957394526,0.25071454621543887
129,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,1.42669978,forest,0.041692335760303664,0.06317569231982312,0.07226896116455776,0.2558752887157143
130,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,1.42669978,forest,0.03376792180735532,0.05136665185214271,0.054242907947566865,0.26404401878156786
131,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,1.42669978,forest,0.02838780942275068,0.0433479267233195,0.041104354362305126,0.2777475338382876
132,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,1.23237228,forest,0.05233325884691893,0.0790742422123623,0.0958445483622628,0.25020685103725754
133,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,1.23237228,forest,0.04356259880753928,0.06602342039505572,0.07635643861983121,0.25474447645653614
134,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,1.23237228,forest,0.036050764084377254,0.05484529472587236,0.059285404226252995,0.26193946161278286
135,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,1.23237228,forest,0.030855186288926344,0.04711373344133763,0.0466619163299259,0.2740239652220149
136,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,1.05526548,forest,0.05382193273023721,0.08133044699206837,0.0990795058495871,0.2497126707641608
137,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,1.05526548,forest,0.04566172480637073,0.0692064468287535,0.08095118490354869,0.25364934084217744
138,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,1.05526548,forest,0.038633501717512564,0.05876434536585297,0.06499513233056578,0.25990709252424354
139,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,1.05526548,forest,0.03368839463688478,0.051417350641294726,0.05303604373473382,0.2704358477032787
140,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,0.89257421,forest,0.05547051820315219,0.08381967505738468,0.10266890082694734,0.24923975981533392
141,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,0.89257421,forest,0.04799841647096037,0.07273540030754555,0.08607193591810017,0.2525998894195245
142,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,0.89257421,forest,0.041528308583317,0.06313833029927751,0.07139724909867912,0.2579584542618508
143,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,0.89257421,forest,0.03690267051382209,0.056277871281670326,0.060259840474012075,0.2669936667072972
144,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,0.74212736,forest,0.05728516017655519,0.08654822786425231,0.10662385029026511,0.24879318102081419
145,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,0.74212736,forest,0.05058079317361707,0.0766196019961376,0.09173627367539,0.25160317677774174
146,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,0.74212736,forest,0.044746420370971735,0.0679803874235668,0.07851612188839381,0.25610111406686376
147,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,0.74212736,forest,0.040512950791727786,0.061713022959772317,0.06836419847228876,0.263704509815606
148,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,1.42669978,forest,0.03805903656120753,0.057500175921117634,0.0679445390131554,0.19903529630059338
149,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,1.42669978,forest,0.032376211331215834,0.04905373451641446,0.0542360117867212,0.2132961552597067
150,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,1.42669978,forest,0.027675469414086922,0.04207084051257127,0.042415138354261354,0.2297711881066168
151,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,1.42669978,forest,0.024782386831318344,0.03778115572568783,0.03406748787243359,0.25032055100725553
152,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,1.23237228,forest,0.03890028057331448,0.058778356517735476,0.06988170518089218,0.19663121132683722
153,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,1.23237228,forest,0.03354512553788089,0.05083142297722793,0.0569629011411374,0.2094277033263186
154,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,1.23237228,forest,0.029084654240253853,0.044215354847054196,0.04576209633617915,0.22418945967515666
155,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,1.23237228,forest,0.02626978370233576,0.0400484331853607,0.03772228115427038,0.24256721450545216
156,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,1.05526548,forest,0.03983631795550137,0.06019480555210098,0.07204661208795188,0.19421703027791384
157,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,1.05526548,forest,0.034854377140639686,0.05281296733069992,0.06002723057137788,0.20555348546962077
158,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,1.05526548,forest,0.030676844621872368,0.0466269025916082,0.04955211168597046,0.21861485307960327
159,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,1.05526548,forest,0.027979305563296364,0.04264053794850945,0.041918146838314865,0.2348500811257253
160,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,0.89257421,forest,0.040870541175659136,0.061753138627584,0.07444711470286774,0.19180573335189702
161,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,0.89257421,forest,0.03630904229379517,0.055005283042243676,0.06344130086953426,0.20169178996151
162,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,0.89257421,forest,0.03245964925046041,0.04931451705869661,0.05380223743967674,0.21307050465986924
163,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,0.89257421,forest,0.02992061801593898,0.04556939955412962,0.04667786474554804,0.22719516523513872
164,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,0.74212736,forest,0.04200629752960001,0.06345737206251514,0.07709129159560016,0.1894073687247346
165,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,0.74212736,forest,0.03791373488938835,0.05741352104588014,0.06721705807796717,0.1978570691530092
166,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,0.74212736,forest,0.03443944488954745,0.05228643994533843,0.05852883670695341,0.20757411963112665
167,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,0.74212736,forest,0.032102619631105264,0.04884576964081816,0.052022160902019596,0.2196231121231655
168,94.25,1.88999999,0.0185,0.0078,0.4,42.162162162162154,1.42669978,forest,0.050794974265766915,0.07610084370726053,0.09257895748372684,0.25242402274957215
169,94.25,1.88999999,0.0185,0.0078,0.6,42.162162162162154,1.42669978,forest,0.041386379434886045,0.06176626039308087,0.07171346226555574,0.2584037232249085
170,94.25,1.88999999,0.0185,0.0078,0.8,42.162162162162154,1.42669978,forest,0.03336139256652111,0.04949808369192806,0.053507860287143806,0.2673574025315459
171,94.25,1.88999999,0.0185,0.0078,1.0,42.162162162162154,1.42669978,forest,0.027882610322302367,0.0410316025273165,0.04019673549023903,0.2817835845991759
172,94.25,1.88999999,0.0185,0.0078,0.4,42.162162162162154,1.23237228,forest,0.05213860598693002,0.07817473642121066,0.09548685600303741,0.2517305783347342
173,94.25,1.88999999,0.0185,0.0078,0.6,42.162162162162154,1.23237228,forest,0.04327128774593138,0.06468049648831896,0.07582342483155009,0.2569978678638869
174,94.25,1.88999999,0.0185,0.0078,0.8,42.162162162162154,1.23237228,forest,0.03566403558470135,0.053065614163663885,0.058580912076976466,0.2648919661818055
175,94.25,1.88999999,0.0185,0.0078,1.0,42.162162162162154,1.23237228,forest,0.030374477880975068,0.04490860067559464,0.04579227235365336,0.2776191559581917
