ID,FMC
476,192.5
477,192.3
478,192.3
479,191.7
480,191.7
481,191.7
482,191.7
483,191.2
484,191.2
485,191.2
486,191
487,190.9
488,190.6
489,190.5
490,190.3
491,190.2
492,190.1
493,189.9
494,189.7
495,189.5
496,189.1
497,188.9
498,188.7
499,187.8
500,187.8
501,187.5
502,187.1
503,187
504,186.4
505,186
506,185.9
507,185.7
508,185.7
509,185.5
510,185.3
511,185.1
512,184.8
513,184.1
514,184
515,183.9
516,183.6
517,183.6
518,183.3
519,183.3
520,182.6
521,182.5
522,182.5
523,182.4
524,182.3
525,182.2
526,182.1
527,181.4
528,181.3
529,181.3
530,180.8
531,180.6
532,180.3
533,180
534,179.4
535,179.1
536,178.7
537,178.6
538,178.6
539,178.1
540,177.8
541,177.8
542,177.6
543,177.6
544,177.4
545,177.1
546,177.1
547,176.7
548,176.2
549,175.7
550,175.7
551,174.6
552,173.9
553,173.5
554,173.2
555,173.2
556,172.2
557,172.1
558,172
559,171.9
560,171.8
561,171.7
562,171.7
563,171.6
564,171.4
565,171.2
566,171
567,170.7
568,170.7
569,170.6
570,170
571,169.8
572,168.9
573,168.9
574,168.8
575,168.6
576,168.6
577,168.4
578,168.4
579,168.3
580,168.2
581,167.7
582,167.6
583,167.6
584,167.5
585,167.4
586,167.2
587,166.7
588,166.7
589,166.7
590,166.2
591,165.5
592,165.4
593,165.4
594,165
595,165
596,164.7
597,164.4
598,164.3
599,164.3
600,164.1
601,163.6
602,163.5
603,163.4
604,163.2
605,163
606,162.9
607,162.5
608,162.5
609,162
610,161.9
611,161.8
612,160.7
613,160.3
614,160
615,160
616,159.7
617,159.6
618,159.3
619,159
620,158.7
621,158.7
622,158.6
623,158.6
624,158.6
625,158.2
626,158.1
627,158
628,157.7
629,157.6
630,157.1
631,156.8
632,156.5
633,156.2
634,156.1
635,155.9
636,155.8
637,155.8
638,155.1
639,154.8
640,154.5
641,154.5
642,154.5
643,154.3
644,154.2
645,154.2
646,154.2
647,154.1
648,153.8
649,153.5
650,153.5
651,153.3
652,152.9
653,152.9
654,152.9
655,152.8
656,152.6
657,150.9
658,150
659,150
660,150
661,150
662,149.3
663,149
664,148.9
665,148.6
666,148.5
667,148.4
668,148
669,148
670,147.8
671,147.6
672,147.3
673,147.2
674,147.2
675,146.8
676,146.7
677,146.6
678,146.5
679,146.2
680,145.8
681,145.6
682,145.5
683,145.2
684,145
685,144.2
686,143.9
687,143.9
688,143.9
689,143.7
690,143.6
691,143.6
692,143.4
693,143.1
694,142.9
695,142.6
696,142.2
697,142
698,141.4
699,141.1
700,140.9
701,140.9
702,140.4
703,140.3
704,140.3
705,140
706,139.7
707,139.5
708,139.1
709,139
710,138.9
711,138.7
712,138.7
713,138.6
714,138.5
715,138.5
716,138.5
717,138.5
718,138.3
719,137.9
720,137.7
721,137.5
722,137.3
723,136.4
724,136.1
725,135.6
726,135.4
727,135.2
728,134.6
729,134.4
730,134
731,133.8
732,133.3
733,133.3
734,133.3
735,132.7
736,132.6
737,132.4
738,132.4
739,132.4
740,132.1
741,131.8
742,131.3
743,131.3
744,131
745,130.6
746,130.5
747,130.5
748,130.2
749,130.2
750,130
751,130
752,129.6
753,129.4
754,129.4
755,129.2
756,129.2
757,129.2
758,129
759,128.4
760,128.2
761,127.9
762,127.5
763,127.5
764,127.3
765,126.9
766,126.9
767,126.7
768,126.6
769,126.2
770,126.1
771,125.9
772,125.8
773,125.7
774,124.6
775,124.3
776,124.2
777,124.2
778,123.8
779,123
780,122.8
781,122.7
782,122.6
783,122.6
784,122.2
785,122.1
786,121.8
787,121.7
788,121.7
789,121.7
790,121.4
791,121.4
792,121.2
793,121.2
794,121.1
795,121.1
796,120.6
797,120.5
798,119.6
799,119.2
800,119.1
801,118.3
802,118
803,117.9
804,117.9
805,117.7
806,116.7
807,116.7
808,116.3
809,116.2
810,116
811,115.6
812,115.4
813,115.2
814,114.9
815,114.9
816,114.8
817,114.8
818,114.7
819,114.3
820,114.1
821,113.8
822,113.8
823,113.5
824,113.5
825,113.5
826,113.1
827,113
828,113
829,113
830,112.8
831,112.7
832,112.5
833,112
834,111.8
835,111.3
836,111.3
837,111.1
838,111.1
839,110.7
840,110.5
841,110.3
842,110.3
843,110.1
844,110
845,110
846,109.9
847,109.5
848,109.4
849,109.4
850,109.3
851,109.1
852,108.9
853,108.3
854,107.2
855,106.9
856,106.7
857,106.1
858,106
859,105.9
860,105.3
861,104.8
862,104.5
863,104.3
864,104.2
865,103.8
866,103.8
867,103.6
868,103.6
869,102.9
870,102.8
871,102.6
872,102.4
873,102.2
874,102.2
875,102.1
876,101.6
877,101.6
878,101.4
879,101.4
880,100
881,100
882,100
883,100
884,100
885,100
886,100
887,100
888,100
889,100
890,100
891,98.6
892,98.6
893,98.5
894,98.5
895,98.4
896,98.3
897,98.2
898,97.8
899,97.5
900,97.3
901,97.3
902,97.1
903,97.1
904,96.9
905,96.8
906,96.1
907,95.9
908,95.7
909,95.7
910,95.7
911,95.7
912,95.4
913,95.3
914,95.3
915,95.2
916,95.1
917,94.6
918,94.2
919,94.1
920,94
921,93.9
922,93.9
923,93.9
924,93.3
925,93.3
926,93.3
927,93.2
928,92.3
929,92.3
930,92.2
931,91.9
932,91.9
933,91.8
934,91.4
935,91.3
936,91.2
937,91
938,90.9
939,90
940,89.9
941,89.8
942,89.5
943,89.1
944,89
945,88.9
946,88.4
947,88.3
948,87.9
949,87.8
950,87.3
951,86.8
952,86.5
953,86.2
954,85.7
955,85.7
956,85.5
957,85.5
958,85.2
959,85.1
960,85
961,84.4
962,84.3
963,84.2
964,84.1
965,84
966,83.8
967,83.8
968,83.6
969,83.3
970,83.1
971,82.5
972,82.4
973,82.1
974,81.8
975,81.4
976,81.3
977,81.3
978,81.1
979,81
980,81
981,81
982,80.6
983,80.6
984,80.4
985,80.4
986,80
987,80
988,80
989,80
990,80
991,79.5
992,79.4
993,79.2
994,78.9
995,78.3
996,78
997,77.8
998,77.6
999,76.9
1000,76.7
1001,76.5
1002,76.4
1003,76.1
1004,75.6
1005,75.6
1006,75.5
1007,75
1008,75
1009,74.7
1010,74.5
1011,74.3
1012,74.2
1013,73.9
1014,73.8
1015,73.7
1016,73.3
1017,72.9
1018,72.9
1019,72.7
1020,72.6
1021,72.1
1022,71.9
1023,71.8
1024,71
1025,70.8
1026,70.8
1027,70.7
1028,70.7
1029,70.6
1030,70.4
1031,70.3
1032,69.6
1033,69
1034,68.5
1035,68.2
1036,68.1
1037,67.9
1038,67.6
1039,67.6
1040,67.5
1041,67.2
1042,67.2
1043,66.7
1044,66.7
1045,66.7
1046,66.2
1047,66.1
1048,66.1
1049,65.7
1050,65.5
1051,65.5
1052,64.9
1053,64.6
1054,64.3
1055,64.1
1056,63.8
1057,63.6
1058,63.3
1059,62.9
1060,62.5
1061,62.5
1062,62.3
1063,61.9
1064,61.7
1065,61.7
1066,61.4
1067,61.1
1068,60.9
1069,60.6
1070,60
1071,60
1072,60
1073,59.3
1074,58.8
1075,58.8
1076,58.8
1077,58.7
1078,57.4
1079,57.1
1080,56.9
1081,56.9
1082,56.8
1083,56.8
1084,56.5
1085,56.3
1086,56.1
1087,56
1088,55.6
1089,55.3
1090,55.1
1091,54.9
1092,54.7
1093,54.5
1094,54.5
1095,53.6
1096,53.2
1097,53.1
1098,53.1
1099,52.9
1100,52.2
1101,52.2
1102,51.7
1103,51.6
1104,51.6
1105,51.4
1106,51.1
1107,50.9
1108,50.8
1109,50
1110,50
1111,50
1112,49.3
1113,49.3
1114,49.2
1115,48.5
1116,48.2
1117,48.1
1118,47.9
1119,47.6
1120,47.4
1121,47.2
1122,47.1
1123,46.5
1124,46.4
1125,45.5
1126,45.2
1127,45.2
1128,44.6
1129,44.6
1130,44.4
1131,44.4
1132,44.3
1133,44.1
1134,43.8
1135,43.2
1136,42.9
1137,42.9
1138,42.6
1139,42.6
1140,42.4
1141,42.3
1142,42.3
1143,42.1
1144,41.9
1145,41.9
1146,41.8
1147,41.5
1148,41.4
1149,41.4
1150,40.9
1151,40.6
1152,40.4
1153,40.4
1154,40.3
1155,40
1156,40
1157,39.7
1158,39.6
1159,39.6
1160,39.5
1161,38.9
1162,38.6
1163,38.2
1164,37.9
1165,37.7
1166,37.5
1167,37.3
1168,36.9
1169,36.7
1170,36.6
1171,36.5
1172,36.5
1173,36.4
1174,36.4
1175,36
1176,35.8
1177,35.5
1178,35.4
1179,34.4
1180,34.4
1181,34.1
1182,33.3
1183,33.3
1184,33.3
1185,33.3
1186,32.8
1187,32.7
1188,32.5
1189,32.4
1190,31.8
1191,31.6
1192,31.1
1193,30.6
1194,30.2
1195,30.1
1196,30
1197,30
1198,29.8
1199,29.3
1200,28.9
1201,28.8
1202,28.8
1203,28.4
1204,28.3
1205,28.1
1206,28.1
1207,28
1208,27.9
1209,27.7
1210,27.3
1211,26.9
1212,26.3
1213,26.2
1214,26.1
1215,25.7
1216,25.4
1217,25.4
1218,25.4
1219,25
1220,25
1221,25
1222,24.5
1223,24.2
1224,23.9
1225,23.8
1226,23.8
1227,23.1
1228,23
1229,22.9
1230,22.7
1231,22.6
1232,21.9
1233,21.9
1234,21.9
1235,21.7
1236,21.4
1237,21.1
1238,20.8
1239,20.8
1240,20.8
1241,20.5
1242,20.5
1243,20.3
1244,20
1245,20
1246,20
1247,19.4
1248,19
1249,18.8
1250,18.5
1251,18.4
1252,18.2
1253,18.1
1254,17.6
1255,17.6
1256,17.5
1257,17.4
1258,16.7
1259,16.3
1260,16.3
1261,16.1
1262,15.9
1263,15.8
1264,15.6
1265,15.4
1266,15.3
1267,15.2
1268,14.5
1269,14.3
1270,13.8
1271,13.8
1272,13.7
1273,13.6
1274,13.6
1275,13.1
1276,13
1277,13
1278,12.7
1279,12.5
1280,12.5
1281,12.1
1282,12
1283,12
1284,11.9
1285,11.4
1286,11.3
1287,11.1
1288,10.9
1289,10.8
1290,10.6
1291,10
1292,9.4
1293,9.3
1294,8.9
1295,8.8
1296,8.6
1297,7.8
1298,7.8
1299,7.7
1300,7.5
1301,7.4
1302,7.3
1303,6.2
1304,6
1305,6
1306,5.9
1307,5.5
1308,5.4
1309,5.3
1310,5
1311,4.6
1312,4.4
1313,4.1
1314,4
1315,3.9
1316,3.7
1317,3.6
1318,3.4
1319,3.3
1320,2.9
1321,2.9
1322,2.6
1323,2.5
1324,2
1325,2
1326,2
1327,1.8
1328,1.7
1329,1.6
1330,1.5
1331,1.4
1332,309.2
1333,309.2
1334,309.2
1335,309.2
1336,309.2
1337,309.2
1338,309.2
1339,306
1340,306
1341,306
1342,306
1343,306
1344,306
1345,306
1346,305
1347,305
1348,305
1349,305
1350,305
1351,305
1352,305
1353,303.1
1354,303.1
1355,303.1
1356,303.1
1357,303.1
1358,303.1
1359,303.1
1360,300
1361,300
1362,300
1363,300
1364,300
1365,300
1366,300
1367,298
1368,298
1369,298
1370,298
1371,298
1372,298
1373,298
1374,296.9
1375,296.9
1376,296.9
1377,296.9
1378,296.9
1379,296.9
1380,296.9
1381,296.3
1382,296.3
1383,296.3
1384,296.3
1385,296.3
1386,296.3
1387,296.3
1388,291.3
1389,291.3
1390,291.3
1391,291.3
1392,291.3
1393,291.3
1394,291.3
1395,290.8
1396,290.8
1397,290.8
1398,290.8
1399,290.8
1400,290.8
1401,290.8
1402,290
1403,290
1404,290
1405,290
1406,290
1407,290
1408,290
1409,288.6
1410,288.6
1411,288.6
1412,288.6
1413,288.6
1414,288.6
1415,288.6
1416,286.3
1417,286.3
1418,286.3
1419,286.3
1420,286.3
1421,286.3
1422,286.3
1423,285
1424,285
1425,285
1426,285
1427,285
1428,285
1429,285
1430,284.6
1431,284.6
1432,284.6
1433,284.6
1434,284.6
1435,284.6
1436,284.6
1437,282
1438,282
1439,282
1440,282
1441,282
1442,282
1443,282
1444,281.3
1445,281.3
1446,281.3
1447,281.3
1448,281.3
1449,281.3
1450,281.3
1451,278.5
1452,278.5
1453,278.5
1454,278.5
1455,278.5
1456,278.5
1457,278.5
1458,277.1
1459,277.1
1460,277.1
1461,277.1
1462,277.1
1463,277.1
1464,277.1
1465,276.3
1466,276.3
1467,276.3
1468,276.3
1469,276.3
1470,276.3
1471,276.3
1472,274
1473,274
1474,274
1475,274
1476,274
1477,274
1478,274
1479,272.3
1480,272.3
1481,272.3
1482,272.3
1483,272.3
1484,272.3
1485,272.3
1486,271.3
1487,271.3
1488,271.3
1489,271.3
1490,271.3
1491,271.3
1492,271.3
1493,266.3
1494,266.3
1495,266.3
1496,266.3
1497,266.3
1498,266.3
1499,266.3
1500,266.2
1501,266.2
1502,266.2
1503,266.2
1504,266.2
1505,266.2
1506,266.2
1507,266
1508,266
1509,266
1510,266
1511,266
1512,266
1513,266
1514,265.7
1515,265.7
1516,265.7
1517,265.7
1518,265.7
1519,265.7
1520,265.7
1521,265
1522,265
1523,265
1524,265
1525,265
1526,265
1527,265
1528,261.3
1529,261.3
1530,261.3
1531,261.3
1532,261.3
1533,261.3
1534,261.3
1535,260
1536,260
1537,260
1538,260
1539,260
1540,260
1541,260
1542,258
1543,258
1544,258
1545,258
1546,258
1547,258
1548,258
1549,256.3
1550,256.3
1551,256.3
1552,256.3
1553,256.3
1554,256.3
1555,256.3
1556,254.3
1557,254.3
1558,254.3
1559,254.3
1560,254.3
1561,254.3
1562,254.3
1563,253.8
1564,253.8
1565,253.8
1566,253.8
1567,253.8
1568,253.8
1569,253.8
1570,251.3
1571,251.3
1572,251.3
1573,251.3
1574,251.3
1575,251.3
1576,251.3
1577,250
1578,250
1579,250
1580,250
1581,250
1582,250
1583,250
1584,247.7
1585,247.7
1586,247.7
1587,247.7
1588,247.7
1589,247.7
1590,247.7
1591,246.3
1592,246.3
1593,246.3
1594,246.3
1595,246.3
1596,246.3
1597,246.3
1598,245
1599,245
1600,245
1601,245
1602,245
1603,245
1604,245
1605,242.9
1606,242.9
1607,242.9
1608,242.9
1609,242.9
1610,242.9
1611,242.9
1612,242
1613,242
1614,242
1615,242
1616,242
1617,242
1618,242
1619,241.5
1620,241.5
1621,241.5
1622,241.5
1623,241.5
1624,241.5
1625,241.5
1626,241.3
1627,241.3
1628,241.3
1629,241.3
1630,241.3
1631,241.3
1632,241.3
1633,236.3
1634,236.3
1635,236.3
1636,236.3
1637,236.3
1638,236.3
1639,236.3
1640,235.4
1641,235.4
1642,235.4
1643,235.4
1644,235.4
1645,235.4
1646,235.4
1647,234
1648,234
1649,234
1650,234
1651,234
1652,234
1653,234
1654,231.4
1655,231.4
1656,231.4
1657,231.4
1658,231.4
1659,231.4
1660,231.4
1661,231.3
1662,231.3
1663,231.3
1664,231.3
1665,231.3
1666,231.3
1667,231.3
1668,229.2
1669,229.2
1670,229.2
1671,229.2
1672,229.2
1673,229.2
1674,229.2
1675,226.3
1676,226.3
1677,226.3
1678,226.3
1679,226.3
1680,226.3
1681,226.3
1682,226
1683,226
1684,226
1685,226
1686,226
1687,226
1688,226
1689,225
1690,225
1691,225
1692,225
1693,225
1694,225
1695,225
1696,223.1
1697,223.1
1698,223.1
1699,223.1
1700,223.1
1701,223.1
1702,223.1
1703,221.3
1704,221.3
1705,221.3
1706,221.3
1707,221.3
1708,221.3
1709,221.3
1710,220
1711,220
1712,220
1713,220
1714,220
1715,220
1716,220
1717,218
1718,218
1719,218
1720,218
1721,218
1722,218
1723,218
1724,216.9
1725,216.9
1726,216.9
1727,216.9
1728,216.9
1729,216.9
1730,216.9
1731,216.3
1732,216.3
1733,216.3
1734,216.3
1735,216.3
1736,216.3
1737,216.3
1738,211.3
1739,211.3
1740,211.3
1741,211.3
1742,211.3
1743,211.3
1744,211.3
1745,210.8
1746,210.8
1747,210.8
1748,210.8
1749,210.8
1750,210.8
1751,210.8
1752,210
1753,210
1754,210
1755,210
1756,210
1757,210
1758,210
1759,208.6
1760,208.6
1761,208.6
1762,208.6
1763,208.6
1764,208.6
1765,208.6
1766,206.3
1767,206.3
1768,206.3
1769,206.3
1770,206.3
1771,206.3
1772,206.3
1773,205
1774,205
1775,205
1776,205
1777,205
1778,205
1779,205
1780,204.6
1781,204.6
1782,204.6
1783,204.6
1784,204.6
1785,204.6
1786,204.6
1787,186.3
1788,186.3
1789,186.3
1790,186.3
1791,186.3
1792,186.3
1793,186.3
1794,186.2
1795,186.2
1796,186.2
1797,186.2
1798,186.2
1799,186.2
1800,186.2
1801,186
1802,186
1803,186
1804,186
1805,186
1806,186
1807,186
1808,185.7
1809,185.7
1810,185.7
1811,185.7
1812,185.7
1813,185.7
1814,185.7
1815,185
1816,185
1817,185
1818,185
1819,185
1820,185
1821,185
1822,181.3
1823,181.3
1824,181.3
1825,181.3
1826,181.3
1827,181.3
1828,181.3
1829,180
1830,180
1831,180
1832,180
1833,180
1834,180
1835,180
1836,178
1837,178
1838,178
1839,178
1840,178
1841,178
1842,178
1843,176.3
1844,176.3
1845,176.3
1846,176.3
1847,176.3
1848,176.3
1849,176.3
1850,174.3
1851,174.3
1852,174.3
1853,174.3
1854,174.3
1855,174.3
1856,174.3
1857,173.8
1858,173.8
1859,173.8
1860,173.8
1861,173.8
1862,173.8
1863,173.8
1864,171.3
1865,171.3
1866,171.3
1867,171.3
1868,171.3
1869,171.3
1870,171.3
1871,170
1872,170
1873,170
1874,170
1875,170
1876,170
1877,170
1878,167.7
1879,167.7
1880,167.7
1881,167.7
1882,167.7
1883,167.7
1884,167.7
1885,166.3
1886,166.3
1887,166.3
1888,166.3
1889,166.3
1890,166.3
1891,166.3
1892,165
1893,165
1894,165
1895,165
1896,165
1897,165
1898,165
1899,162.9
1900,162.9
1901,162.9
1902,162.9
1903,162.9
1904,162.9
1905,162.9
1906,162
1907,162
1908,162
1909,162
1910,162
1911,162
1912,162
1913,161.5
1914,161.5
1915,161.5
1916,161.5
1917,161.5
1918,161.5
1919,161.5
1920,161.3
1921,161.3
1922,161.3
1923,161.3
1924,161.3
1925,161.3
1926,161.3
1927,156.3
1928,156.3
1929,156.3
1930,156.3
1931,156.3
1932,156.3
1933,156.3
1934,155.4
1935,155.4
1936,155.4
1937,155.4
1938,155.4
1939,155.4
1940,155.4
1941,154
1942,154
1943,154
1944,154
1945,154
1946,154
1947,154
1948,151.4
1949,151.4
1950,151.4
1951,151.4
1952,151.4
1953,151.4
1954,151.4
1955,151.3
1956,151.3
1957,151.3
1958,151.3
1959,151.3
1960,151.3
1961,151.3
1962,149.2
1963,149.2
1964,149.2
1965,149.2
1966,149.2
1967,149.2
1968,149.2
1969,146.3
1970,146.3
1971,146.3
1972,146.3
1973,146.3
1974,146.3
1975,146.3
1976,146
1977,146
1978,146
1979,146
1980,146
1981,146
1982,146
1983,145
1984,145
1985,145
1986,145
1987,145
1988,145
1989,145
1990,143.1
1991,143.1
1992,143.1
1993,143.1
1994,143.1
1995,143.1
1996,143.1
1997,141.3
1998,141.3
1999,141.3
2000,141.3
2001,141.3
2002,141.3
2003,141.3
2004,140
2005,140
2006,140
2007,140
2008,140
2009,140
2010,140
2011,138
2012,138
2013,138
2014,138
2015,138
2016,138
2017,138
2018,136.9
2019,136.9
2020,136.9
2021,136.9
2022,136.9
2023,136.9
2024,136.9
2025,136.3
2026,136.3
2027,136.3
2028,136.3
2029,136.3
2030,136.3
2031,136.3
2032,131.3
2033,131.3
2034,131.3
2035,131.3
2036,131.3
2037,131.3
2038,131.3
2039,130.8
2040,130.8
2041,130.8
2042,130.8
2043,130.8
2044,130.8
2045,130.8
2046,130
2047,130
2048,130
2049,130
2050,130
2051,130
2052,130
2053,128.6
2054,128.6
2055,128.6
2056,128.6
2057,128.6
2058,128.6
2059,128.6
2060,126.3
2061,126.3
2062,126.3
2063,126.3
2064,126.3
2065,126.3
2066,126.3
2067,125
2068,125
2069,125
2070,125
2071,125
2072,125
2073,125
2074,124.6
2075,124.6
2076,124.6
2077,124.6
2078,124.6
2079,124.6
2080,124.6
2081,122
2082,122
2083,122
2084,122
2085,122
2086,122
2087,122
2088,121.3
2089,121.3
2090,121.3
2091,121.3
2092,121.3
2093,121.3
2094,121.3
2095,118.5
2096,118.5
2097,118.5
2098,118.5
2099,118.5
2100,118.5
2101,118.5
2102,117.1
2103,117.1
2104,117.1
2105,117.1
2106,117.1
2107,117.1
2108,117.1
2109,116.3
2110,116.3
2111,116.3
2112,116.3
2113,116.3
2114,116.3
2115,116.3
2116,114
2117,114
2118,114
2119,114
2120,114
2121,114
2122,114
2123,112.3
2124,112.3
2125,112.3
2126,112.3
2127,112.3
2128,112.3
2129,112.3
2130,111.3
2131,111.3
2132,111.3
2133,111.3
2134,111.3
2135,111.3
2136,111.3
2137,106.3
2138,106.3
2139,106.3
2140,106.3
2141,106.3
2142,106.3
2143,106.3
2144,106.2
2145,106.2
2146,106.2
2147,106.2
2148,106.2
2149,106.2
2150,106.2
2151,106
2152,106
2153,106
2154,106
2155,106
2156,106
2157,106
2158,105.7
2159,105.7
2160,105.7
2161,105.7
2162,105.7
2163,105.7
2164,105.7
2165,105
2166,105
2167,105
2168,105
2169,105
2170,105
2171,105
2172,101.3
2173,101.3
2174,101.3
2175,101.3
2176,101.3
2177,101.3
2178,101.3
2179,100
2180,100
2181,100
2182,100
2183,100
2184,100
2185,100
2186,98
2187,98
2188,98
2189,98
2190,98
2191,98
2192,98
2193,96.3
2194,96.3
2195,96.3
2196,96.3
2197,96.3
2198,96.3
2199,96.3
2200,94.3
2201,94.3
2202,94.3
2203,94.3
2204,94.3
2205,94.3
2206,94.3
2207,93.8
2208,93.8
2209,93.8
2210,93.8
2211,93.8
2212,93.8
2213,93.8
2214,91.3
2215,91.3
2216,91.3
2217,91.3
2218,91.3
2219,91.3
2220,91.3
2221,90
2222,90
2223,90
2224,90
2225,90
2226,90
2227,90
2228,87.7
2229,87.7
2230,87.7
2231,87.7
2232,87.7
2233,87.7
2234,87.7
2235,86.3
2236,86.3
2237,86.3
2238,86.3
2239,86.3
2240,86.3
2241,86.3
2242,85
2243,85
2244,85
2245,85
2246,85
2247,85
2248,85
2249,82.9
2250,82.9
2251,82.9
2252,82.9
2253,82.9
2254,82.9
2255,82.9
2256,69.2
2257,69.2
2258,69.2
2259,69.2
2260,69.2
2261,69.2
2262,69.2
2263,66.3
2264,66.3
2265,66.3
2266,66.3
2267,66.3
2268,66.3
2269,66.3
2270,66
2271,66
2272,66
2273,66
2274,66
2275,66
2276,66
2277,65
2278,65
2279,65
2280,65
2281,65
2282,65
2283,65
2284,63.1
2285,63.1
2286,63.1
